Geo Point;Geo Shape;Nummer;Strasse;Oertlichkeit;Art
47.4171866909,9.35229115805;"{""coordinates"": [9.352291158052092, 47.41718669091123, 46.51181723643094], ""type"": ""Point""}";165;;"Burgstr. 108; T30-13";schwach befahren
47.4176107355,9.38064348499;"{""coordinates"": [9.380643484994417, 47.41761073554583, 46.47891890630126], ""type"": ""Point""}";171;;"Wiesenstr. / Demutstr.; T30-19";schwach befahren
47.4229591613,9.35987900043;"{""coordinates"": [9.3598790004332, 47.42295916131381, 46.4880862692371], ""type"": ""Point""}";177;;"Dufourstr. 139; T30-23a";schwach befahren
47.4236990462,9.35935384664;"{""coordinates"": [9.359353846639886, 47.4236990461786, 46.48672080412507], ""type"": ""Point""}";178;;"Dietlistr. 8; T30-23a";schwach befahren
47.4290695287,9.37389037756;"{""coordinates"": [9.37389037756392, 47.42906952866715, 46.45624687895179], ""type"": ""Point""}";181;;"Tigerbergstr. / Dohlengässlein; T30-24";schwach befahren
47.4367825649,9.39070742;"{""coordinates"": [9.390707420002858, 47.436782564916925, 46.416987714357674], ""type"": ""Point""}";;;;schwach befahren
47.437515098,9.38961430662;"{""coordinates"": [9.389614306621008, 47.43751509801578, 46.41628006845713], ""type"": ""Point""}";;;;schwach befahren
47.4437740109,9.41075061494;"{""coordinates"": [9.410750614937973, 47.44377401089136, 46.375956108793616], ""type"": ""Point""}";195;;"Brauerstr. / Zilstr.; T30-40";schwach befahren
47.4103434662,9.33523514244;"{""coordinates"": [9.335235142443869, 47.41034346617405, 46.54893829021603], ""type"": ""Point""}";506;;Alpstenstrasse / Fürstenlandstrasse;schwach befahren
47.4348510913,9.39559567696;"{""coordinates"": [9.395595676957738, 47.43485109131776, 46.41659648064524], ""type"": ""Point""}";526;;Helvetiastrasse 55;schwach befahren
47.4239612045,9.35881933752;"{""coordinates"": [9.358819337523254, 47.42396120450586, 46.48662709072232], ""type"": ""Point""}";534;;Schorenstrasse 10;schwach befahren
47.407939188,9.33671317614;"{""coordinates"": [9.336713176135266, 47.407939187961304, 46.55362890753895], ""type"": ""Point""}";538;;Gröblistrasse 8;schwach befahren
47.4334894019,9.41291755424;"{""coordinates"": [9.412917554238234, 47.43348940189912, 46.40069437865168], ""type"": ""Point""}";8.0;Rehetobelstrasse;Achslenstrasse;stark befahren
47.4328308263,9.40506119823;"{""coordinates"": [9.405061198233337, 47.43283082633611, 46.41128335241228], ""type"": ""Point""}";12.0;Rehetobelstrasse;Flurhofstrasse;stark befahren
47.4211858936,9.3642531686;"{""coordinates"": [9.364253168603414, 47.42118589362883, 46.487867848947644], ""type"": ""Point""}";18.0;Bogenstrasse;St. Leonardstrasse;stark befahren
47.4202327371,9.37898530815;"{""coordinates"": [9.378985308151355, 47.420232737123825, 46.473861393518746], ""type"": ""Point""}";37.0;St. Georgenstr.;Buchstrasse;stark befahren
47.4194993849,9.37871307298;"{""coordinates"": [9.378713072980352, 47.41949938492088, 46.47610237915069], ""type"": ""Point""}";39.0;St. Georgenstr.;Gottfried- Keller-Str.;stark befahren
47.4181038244,9.38130310304;"{""coordinates"": [9.381303103044443, 47.41810382436465, 46.47687718644738], ""type"": ""Point""}";41.0;St. Georgen Str.;Post;stark befahren
47.4151526493,9.38791826624;"{""coordinates"": [9.387918266241956, 47.41515264928, 46.477231682278216], ""type"": ""Point""}";46.0;St. Georgen Str;Etzelbüntstrasse;stark befahren
47.4119433669,9.34252222922;"{""coordinates"": [9.342522229221574, 47.4119433669274, 46.53657667245716], ""type"": ""Point""}";53.0;Fürstenlandstrasse 109;;stark befahren
47.4090880802,9.33102015713;"{""coordinates"": [9.331020157134072, 47.4090880801954, 46.556955456733704], ""type"": ""Point""}";59.0;Fürstenlandstrasse;Stationsstrasse;stark befahren
47.4083854687,9.34296658624;"{""coordinates"": [9.34296658624411, 47.40838546869735, 46.54546438343823], ""type"": ""Point""}";66.0;Oberstrasse;Hollunderweg;stark befahren
47.4110354815,9.34683202918;"{""coordinates"": [9.34683202917888, 47.41103548145125, 46.5341532221064], ""type"": ""Point""}";67.0;Oberstrasse;Hechtackerstrasse;stark befahren
47.4147368509,9.39732690808;"{""coordinates"": [9.397326908080984, 47.41473685086613, 46.46774815581739], ""type"": ""Point""}";70.0;St. Georgenstr.;Bus  Bach St. Georgen;stark befahren
47.4058036811,9.3163432671;"{""coordinates"": [9.316343267101264, 47.40580368109972, 46.581985293887556], ""type"": ""Point""}";78.0;Kräzernstrasse;Rest. Kräzern;stark befahren
47.406697265,9.31950241876;"{""coordinates"": [9.319502418764861, 47.406697265008084, 46.57610805518925], ""type"": ""Point""}";79.0;Kräzernstrasse;untere Kräzernstr.;stark befahren
47.4186077962,9.37025966061;"{""coordinates"": [9.370259660609838, 47.41860779617441, 46.48793952725828], ""type"": ""Point""}";83.0;Gottfried_Keller-Str.;Felsentreppe;stark befahren
47.4185786199,9.36046139755;"{""coordinates"": [9.360461397547692, 47.41857861986327, 46.49899739399552], ""type"": ""Point""}";85.0;Burgstrasse;Kaserne;stark befahren
47.4263777676,9.3862498035;"{""coordinates"": [9.386249803495879, 47.42637776762836, 46.449481785297394], ""type"": ""Point""}";;Linsebühlstrasse;;schwach befahren
47.4374315568,9.41295810274;"{""coordinates"": [9.412958102736951, 47.437431556812435, 46.39023353345692], ""type"": ""Point""}";;;;schwach befahren
47.4167805655,9.35619964028;"{""coordinates"": [9.356199640278684, 47.416780565455255, 46.50851461477578], ""type"": ""Point""}";521;;Turnerstrasse / Burgstrasse;schwach befahren
47.4118183822,9.34169368305;"{""coordinates"": [9.341693683052094, 47.41181838220696, 46.5378323988989], ""type"": ""Point""}";510;Lerchenfeldstrasse;Lechenfeldstrasse / Fürstenlandstrasse;schwach befahren
47.42688714,9.37128177088;"{""coordinates"": [9.37128177088468, 47.42688714001141, 46.46493635792285], ""type"": ""Point""}";43;;Winkelriedstrasse 36;schwach befahren
47.4214904796,9.36850606059;"{""coordinates"": [9.368506060592177, 47.421490479637534, 46.48229728359729], ""type"": ""Point""}";;;;schwach befahren
47.4315779014,9.37352470421;"{""coordinates"": [9.3735247042097, 47.43157790142605, 46.45003079716116], ""type"": ""Point""}";;Varnbüelstrasse;Varnbüelstrasse 19;schwach befahren
47.4305090475,9.37390007976;"{""coordinates"": [9.373900079761889, 47.43050904748503, 46.45243348926306], ""type"": ""Point""}";48;Varnbüelstrasse;Varnbüelstrasse 14;schwach befahren
47.4267307045,9.37336590434;"{""coordinates"": [9.37336590433504, 47.42673070454499, 46.463012169115245], ""type"": ""Point""}";516;;Zwinglistrasse / Blumenbergplatz;schwach befahren
47.4257112718,9.36991266269;"{""coordinates"": [9.369912662689705, 47.42571127182043, 46.46957667544484], ""type"": ""Point""}";40;;Zwinglistrasse 19;schwach befahren
47.4395027803,9.38380578238;"{""coordinates"": [9.383805782375843, 47.439502780269805, 46.41755029093474], ""type"": ""Point""}";53;Gerhaldenstrasse;Gerhaldenstrasse / Sonnenhaldenstrasse;schwach befahren
47.4340602545,9.3889452925;"{""coordinates"": [9.388945292503033, 47.434060254491705, 46.42616147082299], ""type"": ""Point""}";63;Bachstrasse;Bachstrasse westl. Nr. 11;schwach befahren
47.435610518,9.39312543535;"{""coordinates"": [9.39312543535178, 47.43561051798981, 46.41736718919128], ""type"": ""Point""}";65;Bachstrasse;Bachstrasse;schwach befahren
47.4182728255,9.34906376644;"{""coordinates"": [9.349063766440699, 47.41827282548733, 46.51256115641445], ""type"": ""Point""}";31;;Schönaustrasse / Sömmerliwaldstrasse;schwach befahren
47.4396002066,9.39510783321;"{""coordinates"": [9.39510783321365, 47.43960020664806, 46.40459416247904], ""type"": ""Point""}";;Lukasstrasse;;schwach befahren
47.4234648947,9.37280873726;"{""coordinates"": [9.372808737262444, 47.42346489469639, 46.47226028051227], ""type"": ""Point""}";;St.Leonhard-Strasse;;schwach befahren
47.4422444474,9.42423792572;"{""coordinates"": [9.42423792572317, 47.442244447394025, 46.36479482892901], ""type"": ""Point""}";;Martinsbruggstrasse;;schwach befahren
47.4190967877,9.36931115174;"{""coordinates"": [9.36931115174224, 47.419096787691295, 46.487712611444294], ""type"": ""Point""}";;Oberstrasse;;schwach befahren
47.4194069653,9.36637158219;"{""coordinates"": [9.36637158219333, 47.41940696526443, 46.49018931388855], ""type"": ""Point""}";;Geltenwilenstrasse;;schwach befahren
47.4281376295,9.37738071984;"{""coordinates"": [9.37738071983693, 47.42813762952307, 46.45479240920395], ""type"": ""Point""}";;Torstrasse;;schwach befahren
47.4107574012,9.33705440503;"{""coordinates"": [9.337054405029376, 47.41075740122029, 46.54581455886364], ""type"": ""Point""}";;;;schwach befahren
47.4364120724,9.41874224286;"{""coordinates"": [9.418742242855886, 47.43641207237731, 46.386407097801566], ""type"": ""Point""}";;Tablatstrasse;;schwach befahren
47.4419065264,9.39422962327;"{""coordinates"": [9.39422962327015, 47.441906526396636, 46.399484482593834], ""type"": ""Point""}";;Kolumbanstrasse;;schwach befahren
47.4314171645,9.38134844952;"{""coordinates"": [9.381348449520676, 47.43141716448209, 46.441676545888186], ""type"": ""Point""}";;St.Jakob-Strasse;;schwach befahren
47.4322299455,9.38244159433;"{""coordinates"": [9.382441594327114, 47.43222994548853, 46.43830206710845], ""type"": ""Point""}";;St.Jakob-Strasse;;schwach befahren
47.4371333691,9.41483790697;"{""coordinates"": [9.414837906973927, 47.43713336908684, 46.38890296779573], ""type"": ""Point""}";;;;schwach befahren
47.4366939897,9.40644222951;"{""coordinates"": [9.406442229506698, 47.43669398972132, 46.399522012099624], ""type"": ""Point""}";82;Martinsbruggstrasse;Martinsbruggstrasse 8;schwach befahren
47.4371956112,9.41467704349;"{""coordinates"": [9.414677043487513, 47.43719561123468, 46.388919811695814], ""type"": ""Point""}";;;;schwach befahren
47.4036056521,9.33901970375;"{""coordinates"": [9.33901970374848, 47.40360565213886, 46.56247837562114], ""type"": ""Point""}";;Wolfgangstrasse;;schwach befahren
47.4071184097,9.33551774482;"{""coordinates"": [9.335517744816993, 47.40711840972348, 46.557128608226776], ""type"": ""Point""}";25;Haggenstrasse;Haggenstrasse 45;schwach befahren
47.4356608879,9.37919247605;"{""coordinates"": [9.379192476053355, 47.43566088794111, 46.432883511297405], ""type"": ""Point""}";11;Peter-und-Paul-Strasse;Peter-und-Paul-Strasse 5;schwach befahren
47.4395952495,9.38205339988;"{""coordinates"": [9.382053399883764, 47.43959524949766, 46.41927318368107], ""type"": ""Point""}";13;Peter-und-Paul-Strasse;Peter-und-Paul-Strasse / Sonnenhaldenstr.;schwach befahren
47.4091724811,9.34204944227;"{""coordinates"": [9.342049442272826, 47.40917248114281, 46.54441393632442], ""type"": ""Point""}";542;Hechtackerstrasse;Hechtackerstrasse 24;schwach befahren
47.4182771594,9.34889331241;"{""coordinates"": [9.348893312406899, 47.418277159368905, 46.51274035964161], ""type"": ""Point""}";30;Sömmerliwaldstrasse;Sömmerliwaldstrasse / Schönaustrasse;schwach befahren
47.4258584191,9.37407207352;"{""coordinates"": [9.374072073522353, 47.42585841907812, 46.4645235221833], ""type"": ""Point""}";;Oberer Graben;;schwach befahren
47.4172807354,9.36716786304;"{""coordinates"": [9.367167863041706, 47.41728073536687, 46.49490791000426], ""type"": ""Point""}";;Teufener Strasse;;schwach befahren
47.4165488212,9.36645824542;"{""coordinates"": [9.366458245423985, 47.41654882118103, 46.497634631581604], ""type"": ""Point""}";;Teufener Strasse;;schwach befahren
47.4156645126,9.36536433619;"{""coordinates"": [9.365364336193878, 47.415664512575646, 46.50119396764785], ""type"": ""Point""}";;Teufener Strasse;;schwach befahren
47.4124703554,9.36540252433;"{""coordinates"": [9.36540252433168, 47.412470355414364, 46.50957750529051], ""type"": ""Point""}";;Teufener Strasse;;schwach befahren
47.4095258182,9.33287046496;"{""coordinates"": [9.332870464955306, 47.409525818231934, 46.553735370747745], ""type"": ""Point""}";503;;Straubenzellstrasse / Fürstenlandstrasse;schwach befahren
47.4096246011,9.31382818496;"{""coordinates"": [9.31382818496116, 47.40962460110897, 46.574708881787956], ""type"": ""Point""}";;;;schwach befahren
47.4221230934,9.37473238105;"{""coordinates"": [9.374732381048998, 47.422123093416396, 46.47364461887628], ""type"": ""Point""}";111;Oberer Graben;Oberer Graben 42;schwach befahren
47.4056195777,9.30434832594;"{""coordinates"": [9.304348325938603, 47.4056195776733, 46.595825913362205], ""type"": ""Point""}";20;Herisauer Strasse;Herisauer Strasse 40;schwach befahren
47.4143459378,9.31154204205;"{""coordinates"": [9.311542042051261, 47.41434593777425, 46.56479658000171], ""type"": ""Point""}";;;;schwach befahren
47.414203104,9.31194565685;"{""coordinates"": [9.311945656854682, 47.41420310395588, 46.564724162220955], ""type"": ""Point""}";;Geissbergstrasse;;schwach befahren
47.4104126599,9.31337271398;"{""coordinates"": [9.313372713979284, 47.41041265990704, 46.57313710171729], ""type"": ""Point""}";;Geissbergstrasse;;schwach befahren
47.4207540624,9.3653044082;"{""coordinates"": [9.365304408204628, 47.42075406241645, 46.48782975692302], ""type"": ""Point""}";;St.Leonhard-Strasse;;schwach befahren
47.4295710796,9.3802072335;"{""coordinates"": [9.380207233496268, 47.42957107961945, 46.44783412106335], ""type"": ""Point""}";;Sonnenstrasse;;schwach befahren
47.4351536242,9.38977932941;"{""coordinates"": [9.389779329411992, 47.43515362416696, 46.42233529128134], ""type"": ""Point""}";;;;schwach befahren
47.4337866913,9.3874501508;"{""coordinates"": [9.387450150799658, 47.433786691338845, 46.42856408003718], ""type"": ""Point""}";;Splügenstrasse;;schwach befahren
47.4075025736,9.30713509595;"{""coordinates"": [9.307135095949207, 47.40750257355538, 46.587758420966566], ""type"": ""Point""}";;Appenzeller Strasse;;schwach befahren
47.4249560962,9.38723022368;"{""coordinates"": [9.387230223684295, 47.42495609615575, 46.452133911661804], ""type"": ""Point""}";;;;schwach befahren
47.4266686553,9.39923465104;"{""coordinates"": [9.399234651044633, 47.42666865532561, 46.43411493208259], ""type"": ""Point""}";;Speicherstrasse;;schwach befahren
47.4244850351,9.38227720309;"{""coordinates"": [9.382277203089203, 47.42448503510349, 46.45894096419215], ""type"": ""Point""}";;Speicherstrasse;;schwach befahren
47.4416359571,9.39343753342;"{""coordinates"": [9.393437533415922, 47.441635957083726, 46.40109023451805], ""type"": ""Point""}";59;Sonnenhaldenstrasse;Sonnenhaldenstrasse / Langgasse;schwach befahren
47.4403199952,9.38846039474;"{""coordinates"": [9.388460394740923, 47.44031999515708, 46.41016230825335], ""type"": ""Point""}";57;Sonnenhaldenstrasse;Sonnenhaldenstrasse 31;schwach befahren
47.4396737805,9.38001323482;"{""coordinates"": [9.380013234815307, 47.43967378051845, 46.42135546449572], ""type"": ""Point""}";;Guisanstrasse;;schwach befahren
47.4382508411,9.37863027662;"{""coordinates"": [9.378630276624229, 47.43825084108512, 46.42666897363961], ""type"": ""Point""}";;Guisanstrasse;;schwach befahren
47.4284792175,9.39405025239;"{""coordinates"": [9.394050252392793, 47.42847921752272, 46.43516558222473], ""type"": ""Point""}";77;Flurhofstrasse;Flurhofstrasse / Grossackerstrasse;schwach befahren
47.4287703773,9.38415972819;"{""coordinates"": [9.384159728192756, 47.4287703773161, 46.445511129684746], ""type"": ""Point""}";;Steinachstrasse;;schwach befahren
47.4292936456,9.38440624189;"{""coordinates"": [9.384406241885767, 47.42929364562094, 46.44385226070881], ""type"": ""Point""}";;Steinachstrasse;;schwach befahren
47.4301281502,9.38516808784;"{""coordinates"": [9.38516808784386, 47.43012815020524, 46.44079246092588], ""type"": ""Point""}";;;;schwach befahren
47.4414407535,9.39341725976;"{""coordinates"": [9.39341725976193, 47.441440753481054, 46.40162910427898], ""type"": ""Point""}";;Langgasse;;schwach befahren
47.4375532974,9.388559546;"{""coordinates"": [9.388559545998701, 47.43755329740255, 46.41736419033259], ""type"": ""Point""}";;Langgasse;;schwach befahren
47.4379065425,9.38903191691;"{""coordinates"": [9.38903191690609, 47.437906542524935, 46.41589983738959], ""type"": ""Point""}";;;;schwach befahren
47.4252265174,9.38181138335;"{""coordinates"": [9.38181138335174, 47.425226517440024, 46.457506354898214], ""type"": ""Point""}";125;Lämmlisbrunnenstrasse;Lämmlisbrunnenstrasse 44;schwach befahren
47.4229007879,9.3703061942;"{""coordinates"": [9.370306194196077, 47.42290078790174, 46.4765560189262], ""type"": ""Point""}";;Gutenbergstrasse;;schwach befahren
47.4188532019,9.35348819146;"{""coordinates"": [9.353488191455764, 47.41885320191295, 46.50607946142554], ""type"": ""Point""}";;Turnerstrasse;;schwach befahren
47.4268383302,9.38298216615;"{""coordinates"": [9.382982166149693, 47.426838330166134, 46.45193577744067], ""type"": ""Point""}";;Rorschacher Strasse;;schwach befahren
47.4305188507,9.39223099303;"{""coordinates"": [9.392230993028168, 47.43051885066487, 46.43182420916855], ""type"": ""Point""}";;Grossackerstrasse;;schwach befahren
47.4337832906,9.40026077649;"{""coordinates"": [9.400260776488858, 47.43378329058724, 46.41417016275227], ""type"": ""Point""}";;Rorschacher Strasse;;schwach befahren
47.4265093865,9.37359413961;"{""coordinates"": [9.37359413960557, 47.42650938651359, 46.463340626098216], ""type"": ""Point""}";;Blumenbergplatz;;schwach befahren
47.4200545856,9.36657831763;"{""coordinates"": [9.366578317626894, 47.420054585587046, 46.488248311914504], ""type"": ""Point""}";;;;schwach befahren
47.4244461271,9.37997142018;"{""coordinates"": [9.37997142017853, 47.4244461271486, 46.461632480844855], ""type"": ""Point""}";;Lämmlisbrunnenstrasse;;schwach befahren
47.4242812674,9.37970844189;"{""coordinates"": [9.379708441888939, 47.42428126739294, 46.46236294042319], ""type"": ""Point""}";;Moosbruggstrasse;;schwach befahren
47.4338356892,9.38786056838;"{""coordinates"": [9.387860568384864, 47.43383568919115, 46.42797354143113], ""type"": ""Point""}";;;;schwach befahren
47.4164131256,9.35345211104;"{""coordinates"": [9.35345211104024, 47.41641312556417, 46.512559512630105], ""type"": ""Point""}";166;;"Burgstr. 102; T30-13";schwach befahren
47.412128959,9.36296158969;"{""coordinates"": [9.362961589688167, 47.41212895903351, 46.513213471509516], ""type"": ""Point""}";169;;"Solitüdenstr. 10; T30-18";schwach befahren
47.4185101898,9.38388662271;"{""coordinates"": [9.383886622710248, 47.41851018981478, 46.472903441637754], ""type"": ""Point""}";175;;"Gessnerstr./Gellertweg; T30-22a";schwach befahren
47.4264849151,9.3863029328;"{""coordinates"": [9.38630293280492, 47.42648491510671, 46.44913917966187], ""type"": ""Point""}";;;;schwach befahren
47.4259986868,9.38551531725;"{""coordinates"": [9.385515317246089, 47.425998686799325, 46.45130780991167], ""type"": ""Point""}";184;;"Linsebühlstr. 99; T30-27";schwach befahren
47.4416521209,9.38062707651;"{""coordinates"": [9.3806270765074, 47.44165212086839, 46.41543603222817], ""type"": ""Point""}";187;;"Kirchlistr. 14; T30-31";schwach befahren
47.4368005167,9.39084112475;"{""coordinates"": [9.39084112475213, 47.436800516705404, 46.41679001413286], ""type"": ""Point""}";;;;schwach befahren
47.4417258739,9.40772544951;"{""coordinates"": [9.407725449512338, 47.44172587393584, 46.38477789517492], ""type"": ""Point""}";193;;"Oberzilstr. 11; T30-39";schwach befahren
47.4165698534,9.35958379688;"{""coordinates"": [9.359583796883319, 47.41656985335205, 46.50528137665242], ""type"": ""Point""}";524;;Paradiesstrasse / Vonwilstrasse;schwach befahren
47.430859217,9.39585888047;"{""coordinates"": [9.395858880470456, 47.43085921697435, 46.42684605624527], ""type"": ""Point""}";530;;Falkensteinstrasse 40;schwach befahren
47.4304323016,9.39401308932;"{""coordinates"": [9.394013089320385, 47.43043230158522, 46.43004925921559], ""type"": ""Point""}";532;;Falkensteinstrasse 27;schwach befahren
47.4043956015,9.29202023676;"{""coordinates"": [9.292020236763653, 47.40439560149431, 46.612759538926184], ""type"": ""Point""}";540;;Schoretshuebstrasse 30;schwach befahren
47.4195166321,9.36251259336;"{""coordinates"": [9.36251259335631, 47.41951663214461, 46.49422405939549], ""type"": ""Point""}";19.0;Bogenstrasse;Sporthalle Kreuzbleiche;stark befahren
47.4181586064,9.36692691375;"{""coordinates"": [9.366926913751245, 47.418158606434936, 46.49286142364144], ""type"": ""Point""}";20.0;Oberstrasse;Kreuzung Geltenwilenstr.;stark befahren
47.4170072396,9.36419097952;"{""coordinates"": [9.364190979521752, 47.41700723963923, 46.4989660019055], ""type"": ""Point""}";22.0;Oberstrasse;Finkenweg;stark befahren
47.4136831527,9.35446605477;"{""coordinates"": [9.354466054770054, 47.41368315274535, 46.518627791665494], ""type"": ""Point""}";26.0;Oberstrasse 167;Bus Ruhsitz;stark befahren
47.4037063279,9.33924094444;"{""coordinates"": [9.339240944437153, 47.40370632785015, 46.56196575798094], ""type"": ""Point""}";31.0;Oberstrasse;Schlössli Haggen;stark befahren
47.4165368913,9.38204904724;"{""coordinates"": [9.38204904724168, 47.416536891326714, 46.48017380014062], ""type"": ""Point""}";42.0;St. Georgen Str.;Maxi Frischmarkt;stark befahren
47.4147339558,9.39283720762;"{""coordinates"": [9.392837207618756, 47.41473395576627, 46.47280612029135], ""type"": ""Point""}";48.0;St. Georgenstr. 173;;stark befahren
47.4100607517,9.33454937255;"{""coordinates"": [9.334549372553814, 47.410060751713516, 46.550449821166694], ""type"": ""Point""}";58.0;Fürstenlandstrasse;Friedhofstrasse;stark befahren
47.4145862526,9.39829924272;"{""coordinates"": [9.398299242724791, 47.41458625261335, 46.46705124154687], ""type"": ""Point""}";69.0;St. Georgenstr. 210;Kindergarten;stark befahren
47.4228696672,9.38079594731;"{""coordinates"": [9.380795947309045, 47.42286966720455, 46.46486860048026], ""type"": ""Point""}";73.0;St. Georgenstr.;Rest. Wildegg;stark befahren
47.4152765606,9.35348097679;"{""coordinates"": [9.353480976787669, 47.41527656063239, 46.51552628073841], ""type"": ""Point""}";74.0;Fürstenlandstrasse;Coop Tankstelle;stark befahren
47.4054301459,9.30625940803;"{""coordinates"": [9.306259408025149, 47.405430145867115, 46.594199042767286], ""type"": ""Point""}";76.0;Bildweiherstrasse;Autobahnbrücke;stark befahren
47.4192155732,9.37197702752;"{""coordinates"": [9.371977027523045, 47.41921557324493, 46.48440958093852], ""type"": ""Point""}";80.0;Gottfried-Keller-Str.;Berneggtreppe;stark befahren
47.4171375424,9.35738044584;"{""coordinates"": [9.357380445844411, 47.417137542367456, 46.50625061523169], ""type"": ""Point""}";86.0;Burgstrasse;Friedburg;stark befahren
47.4302619973,9.3910330983;"{""coordinates"": [9.391033098303225, 47.43026199726356, 46.43384913355112], ""type"": ""Point""}";519;;Scheibenackerstr. Rorschacher Str;schwach befahren
47.4246290744,9.3713676474;"{""coordinates"": [9.371367647399495, 47.42462907438438, 46.47080278303474], ""type"": ""Point""}";;;;schwach befahren
47.4070073988,9.32528800896;"{""coordinates"": [9.325288008959788, 47.40700739884271, 46.56883904803544], ""type"": ""Point""}";;Lehnstrasse;;schwach befahren
47.4264911458,9.38650179553;"{""coordinates"": [9.386501795532356, 47.42649114584024, 46.448899316601455], ""type"": ""Point""}";;Flurhofstrasse;;schwach befahren
47.4307002448,9.37723149465;"{""coordinates"": [9.377231494646221, 47.43070024484857, 46.44819108117372], ""type"": ""Point""}";4;Müller-Friedberg-Strasse;Müller-Friedberg-Strasse 34;schwach befahren
47.4356237273,9.3928383181;"{""coordinates"": [9.392838318099809, 47.435623727280465, 46.417655046097934], ""type"": ""Point""}";66;;Heimatstrasse / Bachstrasse;schwach befahren
47.4377030343,9.39141022795;"{""coordinates"": [9.39141022794898, 47.437703034291545, 46.41376518737525], ""type"": ""Point""}";;;;schwach befahren
47.4330929501,9.3988061157;"{""coordinates"": [9.398806115698457, 47.43309295011449, 46.41763052623719], ""type"": ""Point""}";;Buchentalstrasse;;schwach befahren
47.4351045059,9.40257136853;"{""coordinates"": [9.40257136852907, 47.43510450589792, 46.408079349435866], ""type"": ""Point""}";533;;Grütlistrasse / Rorschacher Strasse;schwach befahren
47.4227206894,9.37169032284;"{""coordinates"": [9.371690322841877, 47.422720689415264, 46.47547933738679], ""type"": ""Point""}";;Kornhausstrasse;;schwach befahren
47.4222246016,9.37186981435;"{""coordinates"": [9.37186981434739, 47.42222460160579, 46.47658764012158], ""type"": ""Point""}";;Kornhausstrasse;;schwach befahren
47.4171211834,9.34791923881;"{""coordinates"": [9.34791923880653, 47.41712118342352, 46.51688065659255], ""type"": ""Point""}";29;Schönaustrasse;Schönaustrasse 77;schwach befahren
47.4105108234,9.33224733523;"{""coordinates"": [9.332247335230697, 47.41051082335414, 46.5518327569589], ""type"": ""Point""}";504;;Straubenzellstrasse /  Zürcher Strasse;schwach befahren
47.4284539252,9.3762337911;"{""coordinates"": [9.3762337910971, 47.42845392519464, 46.45524396747351], ""type"": ""Point""}";;;;schwach befahren
47.4390412875,9.39937143669;"{""coordinates"": [9.39937143668944, 47.439041287459055, 46.40127648599446], ""type"": ""Point""}";;Lukasstrasse;;schwach befahren
47.4401417255,9.39426199439;"{""coordinates"": [9.394261994391623, 47.44014172547314, 46.4041136642918], ""type"": ""Point""}";;Heiligkreuzstrasse;;schwach befahren
47.4174536211,9.35851866059;"{""coordinates"": [9.358518660593028, 47.41745362113273, 46.50414203759283], ""type"": ""Point""}";;Burgstrasse;;schwach befahren
47.4275486902,9.37161046284;"{""coordinates"": [9.371610462838088, 47.42754869016701, 46.46282064449042], ""type"": ""Point""}";44;Winkelriedstrasse;Winkelriedstrasse / Knottergässlein;schwach befahren
47.4220195031,9.36950754387;"{""coordinates"": [9.369507543870881, 47.42201950307927, 46.47977799922228], ""type"": ""Point""}";;St.Leonhard-Strasse;;schwach befahren
47.4382861559,9.40169286977;"{""coordinates"": [9.401692869774816, 47.43828615589022, 46.40066043846309], ""type"": ""Point""}";;A1 Südliche Fahrbahn;;schwach befahren
47.413325121,9.36345429958;"{""coordinates"": [9.363454299577615, 47.41332512095407, 46.50950616132468], ""type"": ""Point""}";;;;schwach befahren
47.4339517442,9.41662934259;"{""coordinates"": [9.416629342585216, 47.4339517441707, 46.3952892459929], ""type"": ""Point""}";;Tablatstrasse;;schwach befahren
47.4312703542,9.39466978595;"{""coordinates"": [9.394669785953635, 47.431270354210575, 46.42709728889167], ""type"": ""Point""}";;Helvetiastrasse;;schwach befahren
47.430134352,9.37975741339;"{""coordinates"": [9.379757413385857, 47.43013435197026, 46.4468512032181], ""type"": ""Point""}";;St.Jakob-Strasse;;schwach befahren
47.430752375,9.38045378265;"{""coordinates"": [9.380453782653055, 47.43075237495945, 46.44443702325225], ""type"": ""Point""}";;St.Jakob-Strasse;;schwach befahren
47.4379281932,9.40324793939;"{""coordinates"": [9.403247939388805, 47.43792819320472, 46.39985641930252], ""type"": ""Point""}";;Kesselhaldenstrasse;;schwach befahren
47.4365732481,9.40890736771;"{""coordinates"": [9.408907367709476, 47.436573248071, 46.39706498011947], ""type"": ""Point""}";84;Martinsbruggstrasse;Martinsbruggstrasse 30;schwach befahren
47.4364592504,9.41099635774;"{""coordinates"": [9.410996357744615, 47.43645925037348, 46.39501305297017], ""type"": ""Point""}";85;Martinsbruggstrasse;Martinsbruggstrasse 42;schwach befahren
47.434958594,9.37854297428;"{""coordinates"": [9.37854297427761, 47.43495859395708, 46.43546832539141], ""type"": ""Point""}";10;Peter-und-Paul-Strasse;Peter-und-Paul-Strasse / Tannenstrasse;schwach befahren
47.4234233322,9.36748293234;"{""coordinates"": [9.367482932338673, 47.42342333221564, 46.47834157384932], ""type"": ""Point""}";;Winkelriedstrasse;;schwach befahren
47.428505807,9.39392985158;"{""coordinates"": [9.393929851584593, 47.42850580700883, 46.43523074500263], ""type"": ""Point""}";76;Grossackerstrasse;Grossackerstrasse / Flurhofstrasse;schwach befahren
