Geo Point;Geo Shape;Behinderte Grad;Kategorie;Bezeichnung;Zusatz;Adressezusatz;Firma;Vorname;Name;Adresse;Ort;Land;Öffnungszeiten;Information;Behinderte Info;Telefon;Mobil;Fax;PLZ
47.42531082455996,9.371298885626278;"{""coordinates"": [9.371298885626278, 47.42531082455996], ""type"": ""Point""}";;Parkplätze, Parkhäuser;;;;;;;Tellstrasse;St.Gallen;Schweiz;;Weiss (bewirtschaftet): 2;;;;;9000
47.43246772622983,9.413002162032063;"{""coordinates"": [9.413002162032063, 47.43246772622983], ""type"": ""Point""}";;Parkplätze, Parkhäuser;;;;;;;Achslenstrasse;St.Gallen;Schweiz;;Erweiterte Blaue Zone: 4;;;;;9016
47.426113148784054,9.375489592252443;"{""coordinates"": [9.375489592252443, 47.426113148784054], ""type"": ""Point""}";;Parkplätze, Parkhäuser;Südseite;;;;;;Marktplatz;St.Gallen;Schweiz;;Taxistandplatz: 9;;;;;9000
47.43404135407983,9.407799266428764;"{""coordinates"": [9.407799266428764, 47.43404135407983], ""type"": ""Point""}";;Parkplätze, Parkhäuser;;;;;;;Iltisstrasse;St.Gallen;Schweiz;;Erweiterte Blaue Zone: 1;;;;;9016
47.42858764430957,9.378589288434094;"{""coordinates"": [9.378589288434094, 47.42858764430957], ""type"": ""Point""}";;Parkplätze, Parkhäuser;Parkplatz Talhof;;;;;;Talhofstrasse;St.Gallen;Schweiz;;Weiss (bewirtschaftet): 11;;;;;9000
47.41503200869263,9.389463013205743;"{""coordinates"": [9.389463013205743, 47.41503200869263], ""type"": ""Point""}";;Parkplätze, Parkhäuser;;;;;;;St.Georgen-Strasse;St.Gallen;Schweiz;;Erweiterte Blaue Zone: 4;;;;;9011
47.431829998605444,9.40340033506379;"{""coordinates"": [9.40340033506379, 47.431829998605444], ""type"": ""Point""}";;Parkplätze, Parkhäuser;;;;;;;Flurhofstrasse;St.Gallen;Schweiz;;Erweiterte Blaue Zone: 4;;;;;9000
47.425976231266816,9.382540928879065;"{""coordinates"": [9.382540928879065, 47.425976231266816], ""type"": ""Point""}";;Parkplätze, Parkhäuser;Baudepartement Kanton St.Gallen;;;;;;Lämmlisbrunnenstrasse;St.Gallen;Schweiz;;Kundenparkplatz: 2;;;;;9000
47.41812610597138,9.38330043046295;"{""coordinates"": [9.38330043046295, 47.41812610597138], ""type"": ""Point""}";;Parkplätze, Parkhäuser;;;;;;;Gotthelfstrasse;St.Gallen;Schweiz;;Erweiterte Blaue Zone: 4;;;;;9011
47.420557326222095,9.353926962680239;"{""coordinates"": [9.353926962680239, 47.420557326222095], ""type"": ""Point""}";;Parkplätze, Parkhäuser;Migros Lachen;;;;;;Ulmenstrasse;St.Gallen;Schweiz;;Invalidenparkplatz: 1;;;;;9000
47.4376032946793,9.413073066975675;"{""coordinates"": [9.413073066975675, 47.4376032946793], ""type"": ""Point""}";;Parkplätze, Parkhäuser;Gallusmarkt;;;;;;Favrestrasse;St.Gallen;Schweiz;;Invalidenparkplatz: 3;;;;;9016
47.404483541920335,9.312813886229865;"{""coordinates"": [9.312813886229865, 47.404483541920335], ""type"": ""Point""}";;Parkplätze, Parkhäuser;;;;;;;Sturzeneggstrasse;St.Gallen;Schweiz;;Erweiterte Blaue Zone: 4;;;;;9015
47.41906836734879,9.353844817702482;"{""coordinates"": [9.353844817702482, 47.41906836734879], ""type"": ""Point""}";;Parkplätze, Parkhäuser;;;;;;;Zürcher Strasse;St.Gallen;Schweiz;;Weiss (bewirtschaftet): 2;;;;;9000
47.41740574987534,9.350372280691326;"{""coordinates"": [9.350372280691326, 47.41740574987534], ""type"": ""Point""}";;Parkplätze, Parkhäuser;;;;;;;Zürcher Strasse;St.Gallen;Schweiz;;Erweiterte Blaue Zone: 5;;;;;9000
47.42444949480139,9.377582618229798;"{""coordinates"": [9.377582618229798, 47.42444949480139], ""type"": ""Point""}";nicht behindertengerecht;Aus- und Weiterbildung;GBS Brückenangebote und Bekleidungsgestaltung;;;;;;Kugelgasse 19;St.Gallen;Schweiz;;;;+41712265830;;;9000
47.43754373987098,9.395079177575015;"{""coordinates"": [9.395079177575015, 47.43754373987098], ""type"": ""Point""}";unbekannt;Aus- und Weiterbildung;HDS Handels- und Dolmetscherschule St.Gallen;;;;;;Hodlerstrasse 2;St.Gallen;Schweiz;;;;+41712453035;;;9008
47.42511595665492,9.38691593451697;"{""coordinates"": [9.38691593451697, 47.42511595665492], ""type"": ""Point""}";unbekannt;Aus- und Weiterbildung;HPS im Schülerhaus - Heilpädagogische Schule;;;;;;Molkenstrasse 1;St.Gallen;Schweiz;;;;+41712283060;;;9000
47.42515567704385,9.378229667869759;"{""coordinates"": [9.378229667869759, 47.42515567704385], ""type"": ""Point""}";unbekannt;Aus- und Weiterbildung;ISME Interstaatl. Maturitätsschule für Erwachsene;;Postfach;;;;Brühlgasse 28;St.Gallen;Schweiz;;;;+41712294680;;;9004
47.41467045814605,9.31426837062015;"{""coordinates"": [9.31426837062015, 47.41467045814605], ""type"": ""Point""}";unbekannt;Aus- und Weiterbildung;ZbW Zentrum für berufliche Weiterbildung;;;;;;Gaiserwaldstrasse 6;St.Gallen;Schweiz;;;;+41713134040;;;9015
47.42281008155878,9.37870984147079;"{""coordinates"": [9.37870984147079, 47.42281008155878], ""type"": ""Point""}";unbekannt;Aus- und Weiterbildung;Katholische Kantonssekundarschule Gallusschulhaus;;;;;;Moosbruggstrasse 21;St.Gallen;Schweiz;;;;+41712273403;;;9000
47.438391184147726,9.405824678318389;"{""coordinates"": [9.405824678318389, 47.438391184147726], ""type"": ""Point""}";unbekannt;Aus- und Weiterbildung;Katholische Kantonssekundarschule Notkerschulhaus;;;;;;Lindenstrasse 175;St.Gallen;Schweiz;;;;+41712824433;;;9016
47.41534825018905,9.38197620949312;"{""coordinates"": [9.38197620949312, 47.41534825018905], ""type"": ""Point""}";nicht behindertengerecht;Friedhöfe;Friedhof St. Georgen;;;;;;St.Georgen-Strasse 98a;St.Gallen;Schweiz;;;"Zugang ist nicht zu allen Gräbern gewährleistet; kein Rollstuhl-WC";+41712244513;;;9011
47.443762336012234,9.403750885299857;"{""coordinates"": [9.403750885299857, 47.443762336012234], ""type"": ""Point""}";bedingt behindertengerecht;Friedhöfe;Israelischer Friedhof;;;;;;Kesselhaldenstrasse 48;St.Gallen;Schweiz;;;schwer befahrbarer Bodenbelag, Zugang zu Reihengräber zum Teil erschwert;+41712883025;;;9016
47.41288038415651,9.346334375430732;"{""coordinates"": [9.346334375430732, 47.41288038415651], ""type"": ""Point""}";unbekannt;Aus- und Weiterbildung;Elektrofachschule St.Gallen;;;;;;Fürstenlandstrasse 97;St.Gallen;Schweiz;;;;+41712745171;;;9014
47.41262935224272,9.366751367116377;"{""coordinates"": [9.366751367116377, 47.41262935224272], ""type"": ""Point""}";unbekannt;Kindergärten;Kindergarten Obere Berneggstrasse;;;;;;Obere Berneggstrasse 81;St.Gallen;Schweiz;;;;+41714992239;;;9012
47.42220950009262,9.375201069956562;"{""coordinates"": [9.375201069956562, 47.42220950009262], ""type"": ""Point""}";unbekannt;Kindergärten;Kindergarten Oberer Graben;;;;;;Oberer Graben 45;St.Gallen;Schweiz;;;;+41714992116;;;9000
47.43344090380572,9.397145976309861;"{""coordinates"": [9.397145976309861, 47.43344090380572], ""type"": ""Point""}";unbekannt;Kindergärten;Kindergarten Wiesentalstrasse 23 II;;;;;;Wiesentalstrasse 23;St.Gallen;Schweiz;;;;+41714992348;;;9000
47.4266191619405,9.372650974632304;"{""coordinates"": [9.372650974632304, 47.4266191619405], ""type"": ""Point""}";unbekannt;Kindergärten;Kindergarten Zwinglistrasse;;;;;;Zwinglistrasse 5;St.Gallen;Schweiz;;;;+41714992117;;;9000
47.42574369352683,9.376139429921407;"{""coordinates"": [9.376139429921407, 47.42574369352683], ""type"": ""Point""}";unbekannt;Historische Objekte;Vadian - Denkmal;;;;;;Marktgasse;St.Gallen;Schweiz;;;;;;;9000
47.422354313188464,9.366171722244504;"{""coordinates"": [9.366171722244504, 47.422354313188464], ""type"": ""Point""}";;Restaurant;Hogar Español;;;;;;Klubhausstrasse 3;St.Gallen;Schweiz;;;;;;;9001
47.43235503416509,9.399382183494678;"{""coordinates"": [9.399382183494678, 47.43235503416509], ""type"": ""Point""}";;Restaurant;Kroneck;;;;;;Röschstrasse 4;St.Gallen;Schweiz;;;;;;;9000
47.42158098711715,9.368793217954169;"{""coordinates"": [9.368793217954169, 47.42158098711715], ""type"": ""Point""}";;Restaurant;Leonardo;;;;;;St.Leonhard-Strasse 51;St.Gallen;Schweiz;;;;;;;9000
47.407681575993614,9.369058746782033;"{""coordinates"": [9.369058746782033, 47.407681575993614], ""type"": ""Point""}";;Restaurant;Zona 167;;;;;;Teufener Strasse 180;St.Gallen;Schweiz;;;;;;;9012
47.426685779115694,9.377299383743274;"{""coordinates"": [9.377299383743274, 47.426685779115694], ""type"": ""Point""}";;Restaurant;Lotus;;;;;;Katharinengasse 4;St.Gallen;Schweiz;;;;;;;9000
47.44158527397878,9.395932596594106;"{""coordinates"": [9.395932596594106, 47.44158527397878], ""type"": ""Point""}";bedingt behindertengerecht;Religiöse Bauten;Heiligkreuzkirche;;;;;;Lettenstrasse 18;St.Gallen;Schweiz;;;"Nebeneingang; hindernisfreie Toilette im Kirchgemeindezentrum und im Kirchgemeindesaal";+41712454851;;;9008
47.40142601381535,9.295522390156949;"{""coordinates"": [9.295522390156949, 47.40142601381535], ""type"": ""Point""}";;Religiöse Bauten;Kirche Jesu Christi der Heiligen der letzten Tag;;;;;;Kreuzbühlstrasse 41;St.Gallen;Schweiz;;;;+41713113198;;;9015
47.43851201822564,9.4071683096407;"{""coordinates"": [9.4071683096407, 47.43851201822564], ""type"": ""Point""}";hindernisfrei;Religiöse Bauten;Kirche kath. Neudorf;;Pfarramt;;;;Rorschacher Strasse 259;St.Gallen;Schweiz;;;Rollstuhlgängige Toilette im Pfarrheim;;;;9016
47.412161858386014,9.36444408418805;"{""coordinates"": [9.36444408418805, 47.412161858386014], ""type"": ""Point""}";bedingt behindertengerecht;Religiöse Bauten;Kirche kath. Riethüsli;;;;;;Gerhardtstrasse 7;St.Gallen;Schweiz;;;keine rollstuhlgängige Toilette;+41712782218;;;9012
47.430708126366405,9.389999747139056;"{""coordinates"": [9.389999747139056, 47.430708126366405], ""type"": ""Point""}";hindernisfrei;Religiöse Bauten;Kirche kath. St. Fiden;;Pfarramt;;;;Greithstrasse 7a;St.Gallen;Schweiz;;;Rollstuhl-WC vorhanden;+41712449187;;;9000
47.425036841433155,9.400283867797603;"{""coordinates"": [9.400283867797603, 47.425036841433155], ""type"": ""Point""}";;Religiöse Bauten;Kirche Kloster Notkersegg;;;;;;Speicherstrasse 112;St.Gallen;Schweiz;;;;+41712500474;;;9011
47.43510193857944,9.401188745153942;"{""coordinates"": [9.401188745153942, 47.43510193857944], ""type"": ""Point""}";;Religiöse Bauten;Neuapostolische Kirche, Brauerstrasse;;;;;;Brauerstrasse 21;St.Gallen;Schweiz;;;;+41712449330;;;9000
47.44199647376862,9.39339258717231;"{""coordinates"": [9.39339258717231, 47.44199647376862], ""type"": ""Point""}";;Religiöse Bauten;Wallfahrtskirche Heiligkreuz;;;;;;Sonnenhaldenstrasse 2;St.Gallen;Schweiz;;371 öffentliche Parkplätze;;;;;9008
47.42491896524621,9.381994842822161;"{""coordinates"": [9.381994842822161, 47.42491896524621], ""type"": ""Point""}";bedingt behindertengerecht;Kulturelles;Figurentheater;;;;;;Lämmlisbrunnenstrasse 34;St.Gallen;Schweiz;;143 öffentliche Parkplätz;Figurentheater ist hindernisfrei, aber das WC ist nicht rollstuhlgängig.;+41712226060;;;9000
47.42644980991775,9.381592319696903;"{""coordinates"": [9.381592319696903, 47.42644980991775], ""type"": ""Point""}";;Kulturelles;Ludothek;;;;;;Rorschacher Strasse 31;St.Gallen;Schweiz;;;;+41712223057;;;9000
47.41971636353671,9.367218278633956;"{""coordinates"": [9.367218278633956, 47.41971636353671], ""type"": ""Point""}";bedingt behindertengerecht;Kulturelles;Museum im Lagerhaus;;;;;;Davidstrasse 44;St.Gallen;Schweiz;;;Museum ist rollstuhlgängig, man sollte jedoch einen Besuch mit Rollstuhlfahrenden vorher anmelden. Auf der Rückseite des Hauses befinden sich eine Rampe und der Zugang zum Lift. Im Museum selber gibt;+41712235857;;;9000
47.42353547654027,9.378525153887024;"{""coordinates"": [9.378525153887024, 47.42353547654027], ""type"": ""Point""}";;Kulturelles;Verwaltungsbibliothek;;Regierungsgebäude;;;;Klosterhof 3;St.Gallen;Schweiz;;;;+41712293205;;;9001
